id,city,country,street
5528,DWFSVTZBE,ITALY,LDFAAPARPDQM
5529,WOFFUOQTRP,HUNGARY,ADFONNMR
5530,QBWXGLCVCKMTM,SPAIN,KGAUV
5531,ZGBAVMOCQRSIP,GERMANY,OEPVQVHDJVZXC
5532,LTQTYQR,AUSTRIA,APLMPORB
5533,EHHLBGEV,GERMANY,XWQGZTSCGCZ
5534,OEPGJIRDXZ,AUSTRIA,JC
5535,EACIFLIDF,AUSTRIA,FDELOVMKJAFC
5536,TFUHVDQHJILHZ,HUNGARY,Y
5537,TIILPSEEALQP,SPAIN,EQRRXQVWIEJ
5538,"",ROMANIA,Q
5539,LML,PORTUGAL,ME
5540,MJ,HUNGARY,ED
5541,PDJJPFKXAJY,GERMANY,WCYQMVGWDULQ
5542,HGZGGSP,HUNGARY,OKBVXKZD
5543,WUUGYK,GERMANY,XWKB
5544,BYZLXXSCSKF,HUNGARY,VQOKCX
5545,GPCBXZBKZ,ITALY,ZGOISYIHBUZWV
5546,FZYABVJBXWSFH,GERMANY,KZIYZ
5547,KZ,HUNGARY,SYBXBSYMYADSPR
5548,NSHTREBMMWBUT,AUSTRIA,ITLRHXWTWS
5549,A,FRANCE,TRQIPOXNYZOAD
5550,CV,PORTUGAL,GKFOFDYJ
5551,UKO,AUSTRIA,SIDPKSVR
5552,KADNVJX,SPAIN,YIBU
5553,VIUUADRYSB,GERMANY,WKDYGJX
5554,TRFIXPFXMY,SPAIN,CBYDCHVRAOEJ
5555,HHIVWWPTQHYFI,SPAIN,FUHGHTZDAOQUV
5556,RMTX,PORTUGAL,WTTYOVASDFXVVH
5557,XTVXZBRRLLT,FRANCE,TSTKLTEDX
5558,SZXRT,HUNGARY,FFI
5559,AWVVAXNJEVZR,ITALY,WKOMC
5560,EVMUXEHPJLR,PORTUGAL,QSWB
5561,KQTMCQCEVF,SPAIN,""
5562,UEUNCOWS,ITALY,VBSEYXJPJQNRN
5563,QLNTQXXVSNF,GERMANY,JHXEJFOTNSJRKB
5564,QPXDQG,SPAIN,NCIIJOLFWCBB
5565,TPLJQSEBDJIUZT,PORTUGAL,ALOFGGAC
5566,KCBOYIGWDJACW,PORTUGAL,JOSJLPNUCYEMW
5567,NCZVBPRCAF,SPAIN,PMJAOGUUDJDOSS
5568,IZLXPUJUALQ,ITALY,FWKJ
5569,HMIIAYLKLCOUX,ITALY,U
5570,RDPLCKMRLNGI,GERMANY,XQ
5571,BSLTFGWKRCRSHJ,HUNGARY,NVZ
5572,HCYZKAEKLNF,PORTUGAL,WBFWF
5573,FSYAV,PORTUGAL,NAJV
5574,HEDQUNSWDK,ITALY,NYQLEFUIG
5575,SGTE,SPAIN,QRLEO
5576,RUOAXS,PORTUGAL,PAAUOQMRCDQV
5577,AATKV,ITALY,N
5578,WCXZN,ITALY,MNMKYIW
5579,K,ROMANIA,QSNOITYNZ
5580,YQXDQXQGBG,ROMANIA,AVNCHAPKNZ
5581,WWLNLXSTKA,GERMANY,SXJRH
5582,BTNMDFATQSLAW,AUSTRIA,YWCDCIHYTCAM
5583,PHGHVIT,SPAIN,KYR
5584,BOBRFNEWSLRNF,FRANCE,QGNISATE
5585,TQY,PORTUGAL,P
5586,BSYATDRIDXWI,AUSTRIA,CRHMMB
5587,U,PORTUGAL,MWHQKKAQ
5588,KMZH,FRANCE,BEAPLC
5589,XTSJGXVUXMWFYK,AUSTRIA,T
5590,IFDBFBGEQE,ITALY,WB
5591,AOUMJNURELQ,PORTUGAL,TR
5592,XDVNOBFBIH,ROMANIA,KT
5593,JPOWKMLA,HUNGARY,SRQQMPRYAPWMX
5594,L,ROMANIA,AXOAJYFRWNARFT
5595,VMSF,HUNGARY,ZQMFLSSSRSO
5596,WKCIISK,GERMANY,RHBJJDXCWUYBT
5597,ONE,HUNGARY,OUD
5598,MEJI,SPAIN,M
5599,ZTLVAOBHEDWWLN,ITALY,UFSDGULTZ
5600,ZXFQHVZG,ITALY,CHR
5601,UEAXTRQXYEDFXV,PORTUGAL,OEJGO
5602,AWL,HUNGARY,X
5603,ETE,HUNGARY,WBBEVZR
5604,XENCBI,AUSTRIA,PEXMGAJTXZT
5605,DTEHIUZN,PORTUGAL,SD
5606,BVHQZXVIAUQSXN,FRANCE,YDJBQOIECJYWQ
5607,WG,ROMANIA,SNUWO
5608,CQBRZFLBQJY,HUNGARY,YXBRMAVEFCRORQ
5609,FXSWPOOB,GERMANY,YNKLJU
5610,HC,PORTUGAL,AXNFBNUP
5611,WHLCFSGZARZ,PORTUGAL,POEOPWBPRJ
5612,ZFOEKYBJMJDPC,FRANCE,EGW
5613,TTNFBGBFP,PORTUGAL,NQUICRSFTKZFF
5614,GXDSYUPLGNCI,ITALY,WZKTTQIP
5615,IHJF,ROMANIA,OEOFDUJLIW
5616,VXADBLRPUOPNC,AUSTRIA,YGUYYKIHZBTHU
5617,CW,ROMANIA,CAATSRUS
5618,PWMNLATJQVWOP,HUNGARY,KZSVHGVHWFJPKN
5619,NBHTBBYUEXXDY,SPAIN,ED
5620,CIZDQTSXLJI,SPAIN,WWDJRMFDKLZ
5621,HODMLDQZDJOMTYV,ITALY,LREAIIK
5622,THCMLXAD,SPAIN,JQFHBWWDC
5623,S,PORTUGAL,VHYTCKWAWJ
5624,WL,SPAIN,WEPNIUMQEJ
5625,N,PORTUGAL,NPD
5626,ZLRHC,PORTUGAL,""
5627,DS,FRANCE,KGLJHW
5628,FAFNYIOTECUPA,SPAIN,YSHPIKWJY
5629,XELNQRYWNMDL,ITALY,IQEJ
5630,TGTTEHMRRED,SPAIN,LXQZZ
5631,KTDXGTTIAAJBHKQ,HUNGARY,MUZLURCZPJHV
5632,UBOTBYGMIJB,AUSTRIA,JAXLCGSATHRK
5633,AXJPFLIR,AUSTRIA,JJXFHQP
5634,KRJXGBPGLHVHQK,FRANCE,MRIDTETJXYS
5635,W,PORTUGAL,JQUVEUVWRZN
5636,CJZBVRSQ,AUSTRIA,GYOHQRIMYNQH
5637,F,HUNGARY,WBMLNQK
5638,FZTNPJNMHUT,SPAIN,""
5639,AYCL,SPAIN,VVQ
5640,DMOWXHUUSNDRYAW,FRANCE,ADNHYGR
5641,KKC,SPAIN,VIKRTUOTTZQXVN
5642,XOLKKCWQMVLK,AUSTRIA,UJKCLWLVVW
5643,AKWKCMUIH,ROMANIA,UKSJ
5644,LKACXYBMBSDKP,ROMANIA,TW
5645,HJQFOHQXG,ROMANIA,ZYHXF
5646,OFKH,FRANCE,AOIMUNUDCLHX
5647,VXOZYZ,ROMANIA,OVEQB
5648,XTXDMLLNIVZOLHA,FRANCE,TCWNUFSWHXTBIK
5649,HKRUCBOIW,SPAIN,TUYCSDQLXK
5650,WG,SPAIN,XZETPG
5651,JZNDLYRPZ,PORTUGAL,PRP
5652,SJJYPWKLOVGT,SPAIN,""
5653,"",FRANCE,UH
5654,JTEMXNZKUXUCFV,HUNGARY,KXSKEVXOD
5655,RJFAXY,GERMANY,NL
5656,EE,FRANCE,FMOYT
5657,QHZBJLJ,ROMANIA,MQZBFBV
5658,SBMOBJTLW,ROMANIA,DRDRIJFBO
5659,QTEGGBC,GERMANY,IBU
5660,WZYUHTFM,ITALY,TWPWRKZP
5661,GNNIOA,PORTUGAL,BJT
5662,QA,ITALY,EFLGQC
5663,NVLICMOBEBSFS,HUNGARY,HAPCMXSWOSR
5664,LYZMZTZGA,ITALY,QYDBPEIEDIF
5665,LOJIRYLRVYZ,AUSTRIA,GBZBEBH
5666,Y,FRANCE,DDCXTSBCYWGC
5667,SRPRDACLFJUE,ROMANIA,OYZFR
5668,KVWKJ,ITALY,DFTQEWA
5669,MSMSM,ROMANIA,YFSR
5670,MYDVNTQFTHJM,FRANCE,WQB
5671,A,GERMANY,BRJS
5672,MTSUEOWYRBMZ,AUSTRIA,HTTN
5673,A,ROMANIA,E
5674,"",ROMANIA,DA
5675,DHT,HUNGARY,AXJJYKFVP
5676,FGWD,AUSTRIA,RGTGFHPFYTPYXI
5677,LKABLRV,ROMANIA,VCC
5678,M,GERMANY,KVTF
5679,VQROWLQROEK,GERMANY,NBKVVGFPFIM
5680,WGTLCW,AUSTRIA,OQEDVXYJKYEX
5681,ITLVBSZAUW,HUNGARY,EGX
5682,BPOPMAIXCEM,HUNGARY,D
5683,OYCRXCDVJYVTS,FRANCE,OGCE
5684,TLFUWVYZ,SPAIN,VZCZOUYAJ
5685,AOADPLCKRI,GERMANY,MFGMFNCISQOSM
5686,NJBDVCKPJQFX,SPAIN,JA
5687,KC,PORTUGAL,TYCFQ
5688,ZLWJFUOTCR,AUSTRIA,ZVPV
5689,KIDSLBGN,HUNGARY,LYM
5690,WGJKGJ,ROMANIA,ICWQRZX
5691,GVNCVXQDCH,SPAIN,VETHSNWKQLXL
5692,ZNKK,FRANCE,DNEUBXHS
5693,J,SPAIN,S
5694,"",ITALY,BREKWXRTDN
5695,YONYXHQWSB,AUSTRIA,PMLEAEPYINYXS
5696,YTGR,PORTUGAL,CKOUDHKZ
5697,"",ITALY,FAOEGWRWBOKNFA
5698,NKFVIXGN,HUNGARY,LQPMVKTXLNLRY
5699,LVW,PORTUGAL,YDPGJNVPZKJ
5700,TYCMJG,GERMANY,PFUYFHGBOMXMKFN
5701,Z,GERMANY,ZGUEBWVIDHHM
5702,VOBQSP,AUSTRIA,DMWJXSQPSAKL
5703,BAJLHEGATXZJTWJ,AUSTRIA,UVAAJB
5704,KGWDXXUVJHLKYI,HUNGARY,KAFOETG
5705,GLIDVVP,ITALY,AB
5706,UZS,ROMANIA,PQ
5707,MXXJC,HUNGARY,BMXCNDBUP
5708,U,ITALY,CXSRCDEM
5709,AYWAFJXNZ,GERMANY,DMFJXV
5710,EHXIGRIJSROZ,SPAIN,MLYXBX
5711,VLZJCU,PORTUGAL,SUB
5712,CXMWGLFGPOJ,GERMANY,EQOW
5713,EH,HUNGARY,MFUXYAWABT
5714,ZBZBTAE,PORTUGAL,CAH
5715,KNPMWLUMD,SPAIN,NNSZ
5716,OJF,HUNGARY,HI
5717,AFTPTJGY,ITALY,MTFCY
5718,ECMO,AUSTRIA,RAPKKBLFKG
5719,JRFOB,SPAIN,JQ
5720,EGXLE,SPAIN,VTZUTPVATQFHS
5721,SRB,FRANCE,AFJEDWHE
5722,P,ITALY,YVYVEOO
5723,ESIOLVOQX,GERMANY,MWCLBYMZRUJ
5724,VIZZBBQZ,FRANCE,SLGAZGNHSRZ
5725,TKKNHR,GERMANY,XWGEYZCKTTKEB
5726,BYYQOCYUC,HUNGARY,LSOMMCWIWIGL
5727,BK,ITALY,FBFVDHY
5728,VSCHVTHOAI,GERMANY,""
5729,WFBBGTMCG,GERMANY,YOSKEUPLJ
5730,ASQF,ITALY,Y
5731,F,GERMANY,GJBLIGCCZV
5732,EJ,FRANCE,WQUSZANJ
5733,FX,SPAIN,PUKKPNNAMWUVSBO
5734,YGXMHZIUYSKHNL,SPAIN,ADXBUPEY
5735,MCMPFCKKDHIFEAN,FRANCE,FKPOZPYG
5736,BLEPKEKAPKZD,SPAIN,QIXDBETGP
5737,WIIIDOGD,SPAIN,TSXCKQU
5738,WUSOZZHJPWYFR,AUSTRIA,""
5739,BGWKMPR,HUNGARY,YKBXLNKLR
5740,HA,AUSTRIA,NLMJIHTZO
5741,CUDNQL,FRANCE,JRXDNCPJ
5742,OORH,SPAIN,CV
5743,JQQEEQYY,FRANCE,Y
5744,RSSMUH,PORTUGAL,IKBNCDQRGSII
5745,GDBTQGDESLL,AUSTRIA,LBLBWJVHGUI
5746,GVFKF,SPAIN,PEVLVCAWUQBTHC
5747,RS,SPAIN,NCAVDSXTWE
5748,CAZNUVYZ,SPAIN,PCOBDDPWB
5749,AZ,HUNGARY,DDR
5750,UCG,SPAIN,WHXPFFS
5751,PZDGXQ,FRANCE,IBYSRUQPAK
5752,MAHLCCT,SPAIN,OSVTPXMIZVA
5753,ENUZXJHFWNUYDU,ITALY,BBMGZOPLNRDX
5754,ASSKWVJYJ,FRANCE,IQSKNTYBLKTBEO
5755,"",ITALY,P
5756,"",GERMANY,Q
5757,IZCDYWKFWQ,GERMANY,""
5758,MBBCXLNDOKAW,PORTUGAL,WJCFFHYYQGOL
5759,DGTNNBTMBANIK,AUSTRIA,KSSJYRWEUXVOZ
5760,GNESMS,GERMANY,F
5761,ZLDHKEMGIVWGV,FRANCE,X
5762,UZOICXSNJKCZZ,SPAIN,UDV
5763,OWAEJXLGYBWPUA,FRANCE,XK
5764,YZKYVDHIHDVX,GERMANY,TJP
5765,PNRXORNZ,GERMANY,SSOPDZRBYHJJ
5766,G,GERMANY,YMOBSI
5767,GHC,ITALY,MTWISRNDBERTAI
5768,BJG,FRANCE,JDYZYHK
5769,FZMVSBIDJTYTH,PORTUGAL,TILHUSI
5770,TW,HUNGARY,DLMG
5771,EHCBWQW,FRANCE,OPLQVFQSJQ
5772,JRFTK,FRANCE,IHHFROM
5773,BHQFKDPUETZA,HUNGARY,XZM
5774,PYITP,ITALY,EHQQDQKFM
5775,XRA,HUNGARY,DKHMVFLY
5776,CMFUHKUBIQ,SPAIN,ANUPQ
5777,HCDUAGMWIBOFCB,PORTUGAL,JBABLJPX
5778,FGBYVXGSVV,SPAIN,YIWGFXA
5779,IRBVYXBPPMFP,AUSTRIA,FDHK
5780,GUZJ,HUNGARY,NYX
5781,VY,AUSTRIA,XTNUQR
5782,FULKEXFPHSFXZG,SPAIN,BSMXW
5783,"",ITALY,TZ
5784,RGXPG,HUNGARY,VETCHFKDYVZVFG
5785,MKNTIRGLOWBXF,SPAIN,ZPGZQEMO
5786,LNJJOGER,SPAIN,YZRUELUGQO
5787,M,HUNGARY,DYUQY
5788,MEDK,SPAIN,NIJJMDIJDD
5789,J,FRANCE,GQWV
5790,GALHQXQR,PORTUGAL,JX
5791,KTM,ITALY,PQBUKOOUM
5792,DHFGWRYP,FRANCE,TDBUMLLTQWS
5793,NWXEX,PORTUGAL,TGNDNXH
5794,KEGCO,AUSTRIA,IZKWF
5795,BAOFSAHK,ITALY,UITRL
5796,ZMPERQY,AUSTRIA,SOKRNHQEEXP
5797,U,PORTUGAL,LKONMPLBVTPW
5798,FMERTTPTNV,HUNGARY,SXTAZDOU
5799,GZNIQ,ROMANIA,MOZTBUORHEM
5800,EKOIDQFZMJ,SPAIN,JUHZOSL
5801,PCTDO,PORTUGAL,FHJNQW
5802,ZNMBXQPA,ROMANIA,SBJXBMI
5803,ABMJFFUUQX,AUSTRIA,PZOSHIGDNJRRP
5804,QPEMJVGFYXR,AUSTRIA,J
5805,IXRARM,PORTUGAL,Y
5806,EJRFHNPCIEPT,GERMANY,VN
5807,OZG,AUSTRIA,TRGZRJE
5808,HN,ITALY,H
5809,TTFYZJZO,HUNGARY,YHTFLDPSMGCG
5810,HTXOBSFOGZRKE,GERMANY,FL
5811,WXAROBVIQWQI,SPAIN,LRGFICURZANGRQ
5812,VKQIG,FRANCE,ADJERPAJO
5813,O,ITALY,IVZBR
5814,MUGYU,GERMANY,X
5815,RAMXUPJKDHI,SPAIN,TVVHPK
5816,YM,ROMANIA,ETNSFXPL
5817,HGNSX,AUSTRIA,XPNQOO
5818,WOEPUK,PORTUGAL,MGWRZ
5819,WCQZEEFJ,SPAIN,QMIGVZYKMD
5820,RCDYV,SPAIN,XFEAEKQ
5821,NJXXV,ROMANIA,HYL
5822,WEHOHSSZDECU,GERMANY,VZEPFNVNOTKN
5823,GDGBU,FRANCE,WMTF
5824,ZXVANH,SPAIN,NIKSLYMBZR
5825,OOQGTU,GERMANY,DIPZQWZF
5826,"",FRANCE,GMCIHVSYS
5827,LYDWICTVACTNJ,GERMANY,TBDOICJ
5828,SHNKHUKCGJ,AUSTRIA,HTSLC
5829,YNYSLZCKP,SPAIN,LGQMBNN
5830,FHNIFMMDSKF,AUSTRIA,OIWHK
5831,EUG,AUSTRIA,FB
5832,DONQM,SPAIN,CN
5833,LKSSYXIHWLVDV,HUNGARY,FHAHTPFPBJ
5834,WLAK,ROMANIA,HDNHGQHERZ
5835,YEWNWRX,AUSTRIA,DAGWY
5836,PCA,FRANCE,EQWBRH
5837,WXMWWSEHGMCJ,HUNGARY,XNAHMKZQCCRORI
5838,SKUGKGM,AUSTRIA,VYXGXUC
5839,YHULEPAZ,ITALY,MXAFW
5840,BWY,AUSTRIA,YZXWLPETA
5841,HUXFCVU,SPAIN,SUVSLCDYBD
5842,ABEB,FRANCE,EMUN
5843,MF,PORTUGAL,FDDBXV
5844,YP,AUSTRIA,QKLVBFAVHH
5845,TOKDGJPJ,PORTUGAL,IHJ
5846,DOESU,ROMANIA,VC
5847,GEXQ,AUSTRIA,OGWRYYMTYKPEVZ
5848,IQBG,AUSTRIA,STDSPAARMHJGS
5849,JFDSMOEWTOKWGOR,FRANCE,PQVTBQNTSBHC
5850,VPOCABWVNU,FRANCE,AMUTG
5851,NQUUW,AUSTRIA,XGAH
5852,LKFMHC,SPAIN,UMXD
5853,DJCOAMVATDYLATB,ITALY,""
5854,MR,FRANCE,FJGDUBQCJWSNL
5855,KXUTHPFCYUHR,FRANCE,TJTIMJBZMEZVNJH
5856,B,AUSTRIA,I
5857,FLZPSWWQZMWH,GERMANY,LOWIWVNRTELU
5858,R,ITALY,BW
5859,IXTPGSFVB,PORTUGAL,DNYQETLE
5860,YMSOPOVTSUDQGC,HUNGARY,WZURZJ
5861,RUY,HUNGARY,J
5862,SJZ,AUSTRIA,QERKQZ
5863,RIPU,SPAIN,UW
5864,WWRZVHE,PORTUGAL,JO
5865,EGJ,SPAIN,NLVCVKLDLS
5866,TZKLIHDWBXIYN,HUNGARY,KAUVLOGPFVYCC
5867,UCRUPQQNWDY,ROMANIA,PCLKPQLUTZ
5868,NEISJQ,ITALY,IESVESONT
5869,"",PORTUGAL,XAKIMFGYQKBUP
5870,JKTAYTKRS,PORTUGAL,PRNCSCA
5871,APKG,PORTUGAL,ZWRG
5872,ELQXUGVPU,ROMANIA,ISNGTMBA
5873,ZFDL,HUNGARY,PXI
5874,OVJGDNVSYV,ROMANIA,XSQDKMAONWR
5875,DTIRTUGKWIAT,ROMANIA,OSVRSLCZ
5876,UOIGSUKRXGGPFR,ROMANIA,JVJKUV
5877,QEP,AUSTRIA,JVQGMNF
5878,ZVS,SPAIN,AEAYROTVEVLAC
5879,PBJRWSZYG,PORTUGAL,USZGMOLWXWIQ
5880,EXWSTYOIQ,PORTUGAL,G
5881,TIDGOIYGCCIDB,FRANCE,""
5882,EEJPNDF,GERMANY,RZEL
5883,PXLKQQHN,ROMANIA,VVGSTR
5884,DY,HUNGARY,HN
5885,KNPUSFZXJHYW,ITALY,XYZTFPJUN
5886,XSYAJLWYOLGRJ,AUSTRIA,""
5887,OSLMTOJP,PORTUGAL,JCYUYPYZ
5888,CFQXSK,AUSTRIA,JDL
5889,WLB,HUNGARY,NSTQTCZ
5890,UKKWSGQ,HUNGARY,DYF
5891,VXRCAPDDUSNKCVI,SPAIN,NCBMPOZKKUD
5892,HFHPCLCO,FRANCE,RW
5893,CP,ROMANIA,DIJORRRZK
5894,RYUAYGZL,GERMANY,HA
5895,IBKUVSWBYYJC,HUNGARY,LLOZZYJNERD
5896,FVYGJXYBHG,ROMANIA,PQLUFNZKBM
5897,"",PORTUGAL,K
5898,DJJKKSE,FRANCE,VSNMJNPE
5899,INXOFMNIOM,AUSTRIA,DXRQQCBJDXL
5900,VRQBXZRP,PORTUGAL,DRMQNPAT
5901,T,ROMANIA,KITRBXY
5902,BDKMKJLQARZLEZU,PORTUGAL,LCJRCLMFXSQASO
5903,XHOLZSXQRBJJV,PORTUGAL,SLVSKE
5904,NXIBEEEF,AUSTRIA,AONNK
5905,FPFEPVYAJXXP,PORTUGAL,CIZAQVPABWKU
5906,B,ROMANIA,NAQQNFNN
5907,HBNDD,ITALY,Q
5908,"",ITALY,HHPM
5909,RQPJLBZLN,HUNGARY,Q
5910,SKUZNBVJCHTS,ROMANIA,RY
5911,GWMNJE,SPAIN,QWRKR
5912,UYVI,HUNGARY,HNTSEDYOAXVI
5913,JAJWRPPKTLGEQ,ITALY,ZBPGWUTQ
5914,CN,ROMANIA,EBDKKI
5915,ECZKPDFZOHOGT,PORTUGAL,KPWVDGLWYT
5916,QHQZK,PORTUGAL,LXVOLHRUQDY
5917,WBDYZTNLMSJIVAK,ITALY,GMLO
5918,CXD,HUNGARY,YXNAVCUYIGZVTF
5919,MCR,SPAIN,PEIBE
5920,X,PORTUGAL,TQKBKAJSICM
5921,NLMROABWYU,ITALY,GVTYRZGYYXJK
5922,"",FRANCE,YGPDBSFKGV
5923,BVWIRLCYVY,FRANCE,D
5924,CF,HUNGARY,QOU
5925,MNXX,AUSTRIA,ZCBKCGYBYMDVT
5926,EKH,PORTUGAL,H
5927,VONTGYHOKG,GERMANY,EWBD
5928,LBFSXYWVEYHZN,SPAIN,CCKOI
5929,MBZVHIQDBJ,ITALY,VLLKTK
5930,LBLYEBJRTULQUOY,AUSTRIA,EIMAH
5931,T,FRANCE,NP
5932,HNQZWGOJBX,HUNGARY,""
5933,QQGSYFUIBJUL,AUSTRIA,DQTGTODHKQBQA
5934,JYSP,HUNGARY,RRSSHQF
5935,ZSYNPBOBLMHPWXJ,ITALY,HNLZA
5936,LXUWIKVQE,PORTUGAL,IDAETFQRBD
5937,GYNYGETO,FRANCE,TFWRODDHUBEHT
5938,NUYADGMJGKMJZWL,SPAIN,CWMBMZATCU
5939,KDF,FRANCE,AGG
5940,IEUKQRITKDUIJI,FRANCE,MWNZKROXJYLH
5941,TRC,ITALY,KORVV
5942,FMACWSKGVYFMGRE,SPAIN,RDX
5943,GYZDMHC,ROMANIA,JIXJSLBQUYPVC
5944,CJUAEFQQDGEZQ,SPAIN,RETPGVNQQ
5945,"",SPAIN,PVAOLZHHXDGZO
5946,JJKJFTFCJ,GERMANY,BPK
5947,FODMQCFBGXEFM,GERMANY,NTYET
5948,FE,ROMANIA,PYIR
5949,SEIQSIJYCC,AUSTRIA,ZXRSSIUQ
5950,DIRRRZVOH,ROMANIA,TZSUHZTJT
5951,O,FRANCE,YOJY
5952,ECDKAWB,AUSTRIA,LLTFFDYZFN
5953,QTZ,AUSTRIA,BVOUZKHRR
5954,NUZZUWF,PORTUGAL,ZMKJDGX
5955,YGT,FRANCE,ASOC
5956,UDCLDKPLCQUP,ROMANIA,OWYIVHEXJ
5957,PZLXESFCWSXMN,ITALY,BBGESIIAPRXR
5958,VGDDCUFWR,PORTUGAL,OVCMZMDIQG
5959,GCSHICLPFECB,HUNGARY,BUREFJAARMHSA
5960,LZ,ROMANIA,""
5961,XBLRVXMMBJT,PORTUGAL,DURZIXRO
5962,HEDDXHSIKVN,ITALY,FQETHWV
5963,BXHKZFZB,FRANCE,SHGHJIUINXSQ
5964,J,ROMANIA,EUAED
5965,RVNJOEMLJAPT,ROMANIA,N
5966,VV,ITALY,""
5967,CULBDLCUFDYBC,GERMANY,EGLUTCUN
5968,LIL,ROMANIA,E
5969,BKNZSLZ,FRANCE,JBAPQJTSAYEZ
5970,AWEORPD,HUNGARY,LWQVCKP
5971,XJVDANLIUSKA,PORTUGAL,TCYBDXKQG
5972,ZY,FRANCE,KMPG
5973,UDPUACFY,HUNGARY,NE
5974,LBRLVJPJFSIIEGO,SPAIN,MTGSNIIBGEN
5975,NCHALQHL,SPAIN,CLRPKEQNQNJSAM
5976,QAQOPXBOW,PORTUGAL,BARBNHK
5977,KBXENCMENOURWWB,AUSTRIA,T
5978,GIYI,PORTUGAL,KFFKGXTMDJRASS
5979,CUSNASHVGRG,ROMANIA,Z
5980,YS,GERMANY,ZKP
5981,NWLQPK,FRANCE,OADWOSVLZTU
5982,VMUCJ,FRANCE,HTSM
5983,"",AUSTRIA,CDXXVEXYHED
5984,LXPVRIZC,ITALY,EYUBR
5985,BBAPXEEOSC,FRANCE,UGFZSVGDXTVBPO
5986,"",FRANCE,XBAXAHE
5987,C,HUNGARY,JRSGYC
5988,TDKGTOKQMQKKZK,ITALY,RCFMEWHY
5989,CCYRWKCSTUBXV,AUSTRIA,IGA
5990,IWDRH,SPAIN,Q
5991,YIBHXKMPM,ROMANIA,ASOOLYTHKFZA
5992,FKDYNAQYDTN,FRANCE,RXQF
5993,XEMC,GERMANY,OUKE
5994,UI,FRANCE,QMPXUOYVSTB
5995,TY,SPAIN,NVCNGPVMIQSMI
5996,ITSBFSE,GERMANY,QAGLB
5997,"",AUSTRIA,QDOHVMZ
5998,FNPS,AUSTRIA,TVGJRIFWLQVO
5999,OSBPNJWVQ,HUNGARY,F
6000,ZLTRKMXLULJY,AUSTRIA,BPPR
6001,UETSR,ROMANIA,WE
6002,BZPO,AUSTRIA,PLCQDQBVVUUC
6003,DTIDKGXOJKK,ITALY,GOP
6004,EKNUJB,PORTUGAL,TDGPKZGARMP
6005,JOUUEXKFDD,GERMANY,DOEF
6006,OPIQVLW,PORTUGAL,PHMWZC
6007,"",FRANCE,BPDH
6008,HNASXE,ROMANIA,WGTIVOWP
6009,PUA,SPAIN,WXQPLCZAQWFO
6010,MUPYQHUZPGNC,ROMANIA,VAWSEMTLFTSIM
6011,BIFQRJETGPMR,FRANCE,ZYJRITBYKVNVI
6012,ZNPSLRBYWME,AUSTRIA,EXECVTQ
6013,RAMDIMR,GERMANY,MA
6014,"",ITALY,EQJQYIVT
6015,TJIZGMFOH,ROMANIA,AVVQXM
6016,DSFKJQLVUKV,PORTUGAL,C
6017,INAFXMAEQBIK,ROMANIA,SYKCBZEPXGQM
6018,SRTJ,HUNGARY,KWHO
6019,QCP,FRANCE,HMGJJSUZJHOMSG
6020,WHE,GERMANY,DJAUNXIXYSEIUL
6021,HFDUA,HUNGARY,JUMKDSIY
6022,VYLPUPUEM,ROMANIA,WLLNXUUBNVI
6023,DABYQKBANVJPV,ITALY,FQFXHRE
6024,JNTTACK,PORTUGAL,NWMN
6025,DJICEDTUBAA,FRANCE,TSFJTZPSID
6026,IUKUHRWTRQVGY,SPAIN,CA
6027,REONCSKPYFYBC,ITALY,JQLQ
6028,BRIWNSMDZ,ITALY,WKEHMMFN
6029,DRGYNEQSDJTP,PORTUGAL,EJANVSPS
6030,EYGFQYLOK,FRANCE,JVHZEICGVO
6031,NSSDACBUGN,ROMANIA,VXKSIFEPDEBYJ
6032,IXBBTXI,PORTUGAL,WMBFIX
6033,CJPPONUMHQPP,AUSTRIA,UPCYD
6034,FEMLJFMZAPYOTR,GERMANY,DCNWN
6035,PNJOBMGYHTK,ROMANIA,DLZH
6036,IKIRQXBVXPCZR,SPAIN,AGKQY
6037,DOANKHXYK,FRANCE,KGYUHCNLHM
6038,EVWGYXNXVUNTY,FRANCE,V
6039,KO,HUNGARY,ZZUKBCPRFIHSN
6040,GCZKJITH,ROMANIA,VMH
6041,RWHSCKE,HUNGARY,CGTXIZMESEXKUD
6042,UAHLLGYSSEEG,ITALY,GQXQCJPZIQVO
6043,XQTFOWVWPZAAFT,FRANCE,IJIHNWZXMM
6044,CZEFNVK,ROMANIA,KWXSACROVASVQXA
6045,ETXM,GERMANY,QHAQ
6046,KOBDRPQOAFMM,FRANCE,KYJZF
6047,HKPOHIUKB,ITALY,MQ
6048,ICAFEPFNGJ,PORTUGAL,NDWMKNKJZKMQT
6049,EAF,FRANCE,HHLZFUFT
6050,AEVLWPE,HUNGARY,""
6051,HME,GERMANY,""
6052,SFJAESPTCJITBM,GERMANY,SGMAWHOOEVKZ
6053,YUG,FRANCE,NLT
6054,XTDUGZNBZN,ROMANIA,VJN
6055,IBTV,ROMANIA,QOJ
6056,UQGTLBBUILLLJN,HUNGARY,WPNNVPZAGGFY
6057,SGFUP,ITALY,AEALYDSWRQ
6058,MV,GERMANY,QMJKCMCUHLDD
6059,NIQFDNKIQCQPN,HUNGARY,""
6060,YC,AUSTRIA,KDRGCG
